sample_id,phenotype,age,gene_001,gene_002,gene_003,gene_004,gene_005,gene_006,gene_007,gene_008,gene_009,gene_010,gene_011,gene_012,gene_013,gene_014,gene_015,gene_016,gene_017,gene_018,gene_019,gene_020,gene_021,gene_022,gene_023,gene_024
sample_069,1.4263357429,47.1183032510,0.4600136237,0.4683170435,0.5513203237,0.1821343940,-1.1969971141,0.6353574319,0.5106893794,0.3475965264,-0.0947460123,-0.6968266908,1.4689584215,1.9847051970,0.2529460547,0.2692910081,-0.7134285524,1.9482649012,-0.1169480578,0.1378769871,0.8626182780,0.2982384618,-0.6641768481,-0.8144962762,-1.5486061253,-0.2886728662
sample_070,1.8240985012,56.1892689019,0.2113847297,0.8216352071,1.2238802919,1.3460471695,0.2010057438,0.3799544316,-1.0287362950,-0.6996235390,-0.6400717548,-1.7980920664,0.1100531315,-0.6215812825,1.5459424242,1.1047674092,-0.1941677972,0.5623958789,0.7701988784,0.3262660257,-0.0025052467,-0.9035395495,-0.3541136280,-0.1665481465,0.3674088456,-0.9554733577
sample_071,-7.1867770177,42.4695404497,-0.1146113463,-0.4655880348,-0.4533333156,1.0553634822,1.3451953456,0.3820735702,-0.9463726479,-0.1054629136,-0.7465674406,0.0247775338,0.0359424310,0.4911464931,0.6150309170,-2.0974266005,1.4104901736,1.7676649447,2.4332207272,1.1549322424,1.3247509833,0.1089340909,1.2502445681,1.4041581124,1.5753607327,0.1638489010
sample_072,1.2003515704,44.4874328181,0.3168856857,0.1627391303,-0.3162596147,-1.5389422417,0.2002872811,-1.0629496432,-1.0723293475,0.8896653591,0.2850065360,1.2748788008,0.7261337561,0.1985739202,-0.7292603838,0.4905066048,1.0168041267,-0.1269950494,-0.7193438860,-0.5471879255,0.7220069609,1.8568877741,0.2673290821,1.1760099296,-0.5471018250,-0.1656305016
sample_073,-10.5169058444,64.1699871166,-0.7739352401,-0.8381775703,-0.5643722595,-0.1918110018,-1.1518719584,-1.6066553102,-0.1873686397,-1.0827670403,-1.6521293760,-1.5025600658,0.3604849930,-0.4836900815,1.5170260082,-0.6161897081,1.7772380388,3.4946337124,-0.1096704318,-0.3903926521,-0.5638138098,0.0499953071,0.9499593437,0.5762435842,1.0872964011,0.9499493031
sample_074,5.0125160096,39.3113739450,2.2591081677,1.4102526948,1.1754256832,0.4581597030,1.0702410301,-0.4622441839,-0.0131676881,0.6010144508,-0.6301121181,0.0109073724,-0.3734897181,-1.5096561055,-0.0798082133,1.0305148822,0.8999315548,1.4059934756,0.7188758409,0.0669308551,0.0435147425,0.2400632349,-0.0045213800,-0.6536178848,1.2933581733,2.6197446024
sample_075,3.0063068286,30.1841157864,1.0607075958,0.7700812225,0.8498284822,0.8274048339,-0.1683690994,-0.1119357653,-0.8540633187,0.7639627495,-0.5292952500,0.4476144337,-1.4125986511,-0.7754658269,-0.5832618472,-0.7464636205,-1.4198644136,-2.6007836227,0.4410235469,0.1386981946,-0.4178322229,-0.3372781152,-1.7033426927,1.7205266545,1.8806951001,-0.3418129108
sample_076,-1.5905047106,54.4686417595,-0.0342938136,-0.4461955877,-0.0450637234,-0.5848763755,0.0593433459,-1.5357794474,1.7865876008,1.9547964287,0.2194551878,-1.0400050497,-0.2303435461,-1.5930578239,-0.6826026549,-0.8995532039,-1.6590053630,-0.6294532704,-1.2035306096,0.0111824420,0.9451176133,0.5206484337,2.0195577128,0.1454461209,-0.1513689017,1.2394183084
sample_077,-2.1593812630,37.4453346973,-0.7615845782,-0.3436488426,-1.3832712316,0.0883379296,0.9119232552,0.3289274451,0.4001371870,-0.9772923330,-0.2235628385,0.1505263563,0.7353416008,-0.0499132348,0.9373212395,0.4522746650,-0.9567814154,0.1235207785,0.0556096406,1.5566714223,0.9487897593,1.5115058582,-0.6286269774,0.0906175024,-0.0376356872,-1.7319047533
sample_078,2.4159693828,45.1658696572,0.6935825699,0.3441099675,0.1720581864,0.6286841438,-0.7577799979,-0.7334124589,1.5467591440,1.1224654163,1.2890204385,2.2366504792,0.7224102750,0.8397188976,-1.0928905908,0.6566323035,0.4076432431,-1.0525681196,-0.1769901614,-0.3063490065,0.5392099621,-0.3878785453,0.5090510518,0.2432165286,-0.6460404658,0.1363217927
sample_079,-10.1889354614,60.0274172013,0.6950806478,-0.0440253517,-0.0299820643,0.8196151696,-1.7056309692,-1.8226210066,-2.0247318274,-0.0729062931,0.4375753310,-1.9714296375,0.5518978626,-0.6439343219,-1.5412850547,-0.8887607975,0.1797990202,-0.2234042794,0.1680382173,-0.6264735805,-1.1075114636,-1.9800901421,-1.7348246943,-0.4449626995,-0.2504215269,-0.6415334442
sample_080,-1.5474812479,40.9954393271,-0.1141458682,1.0514023550,-0.0959371408,0.2536251853,0.4083778126,-0.2691786124,-0.2728938766,-1.0759407473,0.6580366093,-0.3580202648,0.0389475085,1.6959320188,-0.0764377271,-0.4388679818,0.3588303535,0.1067951382,-0.1103180925,-0.3124006062,-0.1663201478,-0.6214058854,0.8964035175,1.2214943040,-0.7655980460,0.6270350402
sample_081,1.1893815062,59.6629508160,0.6905312820,-0.1987705084,-1.7255389795,0.0958552620,-1.2899270678,-0.7766628662,-2.2227513756,-0.0410640211,-0.1082779555,-0.2589076421,-0.2782105245,-0.8166072405,0.2832694456,0.6036095165,1.6706672963,-0.0322887074,-0.4394919986,-0.7495622441,-1.3386926180,-2.1113277347,-2.1770792897,-1.2854016919,0.9062935097,0.2377835819
sample_082,1.2180985761,42.5065201514,-0.3652902897,0.2074960714,1.2245531971,0.5093700865,0.2964667272,0.2860803851,0.4378996978,1.4236607654,0.2527195518,-0.4700720849,0.1355250083,0.5709961839,-1.9885885406,0.0505068508,-0.5881381305,-0.5046859055,1.6753764316,0.1873860598,0.4157854791,-0.0053436903,0.5011354643,0.3806070557,-0.9847234696,-0.4219082806
sample_083,2.3159891688,66.3974669232,0.3270609143,1.3760410017,1.7185001624,0.9935032271,0.5628467290,1.7850894033,0.1143402972,-0.6088741403,-0.0076212328,0.3080939655,-0.4168670664,-0.2319307504,0.4521220136,1.4914070652,1.2621297436,0.5048281729,0.7728489343,-0.5323369860,1.3220381708,-0.4336984197,0.7186276939,2.1227635153,-0.1535358925,-0.1995060605
sample_084,-0.1607422324,64.5761329909,-0.0990769157,1.0302105888,0.6660795067,2.1111402546,2.1396496929,0.9534804526,1.0085789798,-0.0509771673,-0.8071166522,0.4899646910,-0.4047117901,0.0447111465,0.3133602634,0.2706555801,-0.9555669234,-0.1615357619,-0.6204058115,0.3103068634,-0.4999256739,-1.2769132263,-2.4300358013,-1.8915393883,-0.6979965543,-2.2152343025
sample_085,-4.3724799770,44.8146504830,1.2104302862,0.4045567091,1.1547950224,-0.0670875604,-0.0131961058,-0.6021374696,-1.1781822958,1.2517392895,-0.2480406150,-0.4530415606,-0.1524915010,-1.1300318455,-2.4657482797,-0.9174792244,1.3369006481,-0.2438115950,0.5915093021,0.1569212678,-1.6885187074,-0.7048249310,-1.7981277857,-0.6774729452,-1.7024830782,-1.6040092249
sample_086,4.0100709337,47.6544902571,-0.2623481534,-1.7228566617,0.4702278964,0.1481581403,-0.7547475252,0.0399103794,0.4284548105,-0.4976103663,-0.6779720892,-0.7174640342,-1.5085170397,-2.0208807635,-1.4684197120,-0.9331079852,-0.4014876762,-0.8470291276,-1.5141632549,1.0827520351,-0.8212365555,-0.1143183771,-0.8941153366,-1.1216767110,-0.1197767935,1.6293896126
sample_087,1.4943691178,40.8487091591,-0.2851385376,0.1006568877,1.0267787169,-0.1583081920,0.3951400888,0.6202196409,0.7164080621,0.2554170863,-1.4937321723,-2.5868772491,0.3418956690,-1.1260982741,1.2450229430,-0.2834560869,-0.1388342743,1.4371593796,1.8458421261,-1.0746669692,-0.9142267591,0.2054836750,0.5187483405,0.0417167347,-0.2420635684,1.2864134030
sample_088,0.2978899141,52.2000218094,-1.8406346640,-1.6234587563,0.2558376112,0.1058189709,1.4077252357,0.9151768612,2.1243594368,0.7872065745,0.7542354355,0.1951867023,0.8330093774,-1.3527109869,-1.5959110004,0.2931724903,0.3148006980,0.1191932107,-1.0815158078,-0.4539740393,-0.6477810307,-0.1758538394,2.1442242164,1.2497250315,1.5398105913,0.3022758156
sample_089,5.1622476047,62.6408754185,1.3745176004,-0.3186052680,-0.4031732733,0.2245283043,-1.2286283238,-0.0911413806,0.3470631016,-1.7539512893,-0.0057690769,1.0949956755,0.5049916353,-0.0371119878,-0.7206825568,0.1079470703,-0.4942258049,0.2424048999,2.0510808580,-1.5221452390,-0.2296520941,0.9996375583,-0.0202748040,1.1083683714,0.6285293155,0.7739258077
sample_090,2.1111198942,34.0856749945,0.7762649263,0.2957630969,-0.3094434720,-0.4260172253,-0.6630872811,0.7330330295,1.6437297962,1.6400497860,0.8651703753,-0.3667959726,0.2536272043,-0.5042107045,-2.2166689880,-0.6998361661,-1.8245827647,-0.2595759636,-1.6537557200,0.5830529895,-0.3505272640,-0.6572242391,-0.5334980828,1.5638517505,-0.3991800289,0.1812748130
sample_091,2.5368845217,60.0919328929,-0.1197681330,-0.7618776531,-0.5258025021,-0.7280476589,0.8142016852,-0.4613694181,0.7597322648,-0.1918062962,-0.3457166838,-1.7599140225,-2.3038337702,-0.9631712173,0.2828030367,-0.8451824075,-0.1101396143,-0.2889831644,-0.3835993971,1.0973575186,0.7155422621,0.7899678804,-1.9977998298,-1.2996410973,-0.3683062862,-0.5340011963
sample_092,-0.7361507626,35.4366966908,-0.4346417526,0.7477462408,0.9088867595,1.4764319539,0.1546442726,-0.2144026474,-1.1831306673,-1.2625310486,-0.4791412862,-1.2956091991,-2.0661213768,-0.0009478142,0.1645891670,1.3324527946,0.1351981382,0.4929709690,2.3209638656,0.1809428943,0.4316477824,1.8967628502,-1.0380164816,1.3273486277,0.9129775675,0.8818012955
sample_093,-0.1070507203,40.5430733311,-1.0364414527,-1.1448138016,-0.9056602599,-0.3342660326,0.6426087140,-0.9186835048,1.0977558140,1.9870432831,0.6034459110,0.7969393274,0.1014250507,0.0269690080,-2.1286319873,-1.3356360312,0.4267891012,-0.6067643056,-1.0512482974,2.3185630604,0.9509220555,0.0979270010,0.6487820817,0.5929969579,-0.2276743980,0.9278664095
sample_094,-1.5075204416,30.3352586302,-0.5417772364,0.3008026628,-0.9160043387,-1.7187347239,-0.6336031583,-0.1446364051,-0.1445566466,0.0689552080,-0.8327797773,-1.0483271663,1.1091010075,-0.4401456470,-1.6996880847,-0.2368619189,0.4437908326,2.7643524354,0.5651033594,1.0662011216,0.7814034919,0.3127574126,-0.8921298328,0.7738825466,0.7736272632,2.3677316181
sample_095,1.3939493950,73.1544011280,-1.9169783645,-1.7498112216,0.3775975240,1.1939440838,1.1301247353,-0.7279160022,-0.5646415271,-0.6412498311,-0.9496260524,-0.7901660206,-0.5109710010,-1.4022787356,-0.4687970133,0.0232533994,-0.5552105493,-0.0842638307,-1.2189040168,-0.5934198304,0.1721974141,1.4547039467,-0.0828410649,-0.9287749125,0.7097323318,0.4604191355
sample_096,3.1260824001,50.6457187494,1.5368497988,1.1977286619,0.1116191263,-0.9374724655,0.0643206396,-0.5251689701,0.8521237047,1.3460063239,-0.2986700246,-1.1593464909,0.4202338315,-0.1749417703,0.0433982973,0.6969072075,-1.0145471689,0.7599664246,0.2037320002,0.6728433771,0.5139977770,-0.1026179334,-0.0788395871,-0.5025987575,-0.6110067868,-0.1467539833
sample_097,-1.3486375380,52.6922793155,-1.0828063575,-0.0291264476,-0.3199467545,1.3755558283,1.1317216705,0.8734691614,-0.0246850831,-1.5520041304,-0.9775094659,0.6480606553,2.0457695330,1.4051450516,-1.0483861899,-1.8082849699,-0.0260058833,0.6194879458,1.6933014131,0.6864238174,0.0253406346,0.4860269242,-0.3439306937,0.7509856463,1.2304727867,0.7468772525
sample_098,-1.1056218002,42.5627288582,-0.8543961826,0.2899093561,-0.4686043089,-0.2968859695,-0.9561339772,0.7025452639,0.1899028578,0.5858494311,1.0751520525,1.3799723953,-1.1020397484,-0.1800430400,-0.5871679923,0.9407081547,0.5887678443,-0.1047730669,0.6332484409,0.0826838586,-1.2649142892,-0.2076708605,-0.6334250821,-2.0810870047,0.6067044051,1.7611259143
sample_099,1.7783878818,61.7366333369,0.7549743545,0.5612858916,-0.3035491641,-1.1353154077,-2.5976600664,0.0550703942,-0.5698180786,-1.6382576616,-1.1668648750,-0.3960375453,2.0467867407,2.9167107415,1.9901827453,0.0039978220,-1.0882173766,-0.6196829998,-1.2944041277,1.9203146103,-0.3021399755,0.3382761487,0.4723404783,0.2892248334,1.7358872219,2.0019871117
sample_100,4.6660300980,26.8650557371,0.7802838441,-0.5902845316,0.9583201365,-0.2241551511,-1.1832904407,-0.0578735059,0.1590725975,-0.0304663088,-0.5678915810,0.3310982762,-1.1261519496,0.6462922472,-0.0555473130,0.0378909733,0.1215381075,0.4525321944,0.6393996257,-1.0458514125,-0.2444985639,0.0495388961,-0.5158518497,0.3716316882,0.4226778364,0.5150244036
sample_101,0.6324231801,50.2933197371,-0.3866138802,0.0745962022,0.1970740723,0.4228085152,1.6343604897,-0.0645412097,1.1138566753,0.5599967882,0.3707762988,1.9040609694,-0.3207064425,0.4094109832,0.5322088059,0.6802082599,-1.1988139697,0.6620871546,-0.2249055445,0.0924814297,1.1105578452,-0.6774325400,0.9880273319,0.3535153949,-0.4787877455,-0.7432872056
sample_102,0.3051275195,74.2739722038,-0.5881223433,-0.0219761992,-0.1967619063,0.4872438412,-0.1867863969,0.9855938252,-1.2304348543,-1.1819213670,-1.2831091274,0.0097558516,-0.8504838977,-0.5848423329,-1.8401400699,-0.0576356656,-0.1887450793,-0.5592221398,-0.9533022101,0.5569845381,-0.1947753034,-0.2973568421,0.0100944356,-0.8259929305,-0.2448557042,2.4892235602
sample_103,1.1401893896,45.7974058595,-1.5663105075,-1.4354924838,0.9912289098,-0.3069178126,-1.1753024793,-2.2582986918,0.0689642302,0.8892365458,0.4131921959,0.7556653175,-0.8460440686,-0.8442739388,-0.8446072168,0.5348250721,1.0488558138,0.7821093868,1.9488456682,1.4507209703,0.8443406520,1.7504279592,0.5043687180,-0.1898220649,0.0377969732,-0.3106646430
sample_104,1.1836530173,50.1886229847,0.0485446771,0.2090208717,-0.1874612886,-0.6636345606,-0.5385802716,-0.4655847044,-0.3155546356,-1.5252116077,-0.5841168785,-0.7501205255,-0.5655619265,-1.6737878855,-0.6714647849,0.8197760479,0.2669338227,1.2093621077,0.2527179598,1.0537646408,0.7757344668,-0.1013556420,0.3805848541,1.3001278170,0.3752496295,1.0266022621
sample_105,5.0294867559,57.3945629266,1.7959096262,0.6858438949,1.1564128884,1.0609967939,-0.0064953601,0.3734917237,2.1647668816,2.2910441460,1.3714128761,-1.2908815407,0.5482181891,1.2760080518,0.4468893109,-0.1453208799,2.8459149201,0.3300609430,2.0633514833,-0.8999422025,0.1189741231,-0.0751044315,-2.3698819117,-0.3610731088,0.5752081696,1.0493361649
sample_106,-0.7618588785,41.0740425814,-1.3801371359,-1.4006646889,-1.0881242541,0.7771911541,0.6222582963,-1.7414895536,-1.1205374541,-0.1614523472,0.3211095762,1.0404103862,0.4908565898,1.0843696536,-0.7722650630,-1.1237003564,-0.8553584891,1.4931528234,-0.0494393469,-0.5734591243,-0.0081694654,-0.2596465516,-0.0819690524,-0.3475056821,-0.5751615219,-0.8930079349
sample_107,-0.8631468698,50.2512967897,0.0621958799,1.0322371340,-0.0103808311,0.1057428709,0.2933506347,-0.2903973808,0.4262160290,-1.3317251205,0.0780210314,-1.3217448278,-0.8135005140,-0.7795034346,-0.9726808711,1.2748103719,-0.0207011229,-0.1990320195,-0.5213624993,0.2143421281,-0.3728637400,-1.1100487878,-2.0090525985,-0.5424743525,0.4100231992,0.0904748661
sample_108,2.0798586026,60.5709471075,0.5335356972,-0.7282311450,-1.3294261406,-1.3890538746,-0.5980900648,1.0300564837,2.3149766681,-0.4972915124,0.0116815511,1.5198904144,1.2310335441,0.5091631976,-2.0097691615,-0.5990632857,-0.4285145039,-0.3228966488,-0.3165024020,-1.3940637087,-2.1905079657,-1.1139921312,1.0962703922,0.7347246676,0.8897603486,1.3805992847
sample_109,2.1209698118,52.1383068561,-0.2479077791,0.3722048171,1.5794544221,1.4257388481,0.3440455020,0.2863172500,0.1827027941,-0.0326825039,0.0609350339,0.5886069548,-0.5271332684,-0.1191634766,1.0176003164,0.1522800703,-1.2678933764,1.0881986329,0.1304217006,1.4800708246,1.2162070314,0.7820621350,-0.0806267875,-0.6304053619,-2.1802825557,-1.9171460351
sample_110,4.1981563493,54.0808576539,0.3070186929,-0.9412850187,0.5620221148,0.5809590892,1.4958571650,-1.3925945733,0.9980353385,-0.6395827810,0.1293946489,-0.3037473386,-0.7328467852,0.7492349264,-1.0790346369,-1.5264874662,0.1347107605,0.8326563264,-0.6926738856,0.6094262546,0.3413987760,0.0238570667,-0.1189215055,0.5334151748,0.2763558712,1.9790238268
sample_111,0.7949117133,46.1562214881,-1.0045408679,-0.8303405128,-0.1462284389,-0.6592466293,0.2615028174,-0.8049481062,-0.2730893736,-0.6464734519,0.0205786255,0.1881018935,-0.1314985352,0.2586494090,1.4046870695,1.7261589351,0.2348743994,-0.4622569711,-1.9283223317,-1.9500799786,-2.1053834476,0.4296659494,0.0266808730,0.2697836880,-2.3256070425,0.4199461448
sample_112,-2.2243807793,53.4716116485,-2.3059534838,-0.6855940808,0.1166946093,-0.3810846928,-0.3157969170,1.2167574406,0.8317936739,0.7227183684,-0.8227552284,1.7296615675,0.9813189620,0.9741897609,-1.1481673866,-0.8471145853,-0.1129059914,0.3816033725,-0.2561169783,-0.8533643162,0.3618011775,1.0625637797,-0.6362479215,-2.5162882875,-0.2749988711,-0.8916028318
sample_113,-0.6450962352,50.6134222497,-0.3534580730,-0.6995731600,-1.2474545635,-0.5101528446,-0.0335237692,-1.8169490960,0.2101872271,1.5545095659,0.0248132725,0.0480560045,-0.5281615752,1.0586862125,0.3802236511,0.1213912035,-0.5756289576,-0.3059047440,-1.1892733960,-1.1946485547,-0.6039321634,1.3599128054,1.3784170295,-0.2352487569,-1.7703729317,-1.6084314294
sample_114,6.9476573646,66.0057138380,0.5457531913,-2.3174946600,-0.8608546699,-1.1006566506,0.0524145534,-0.6566940292,-0.7886692708,-2.4940603818,-2.6933834818,0.5749408555,-0.9973374582,-0.2570459553,0.9542083815,0.6748451581,0.6114137689,0.3761402443,-1.0245290066,-1.2752203614,-1.3447181218,-1.0057833346,-0.5089153270,-0.6276859079,-1.1808833297,-0.9791173849
sample_115,2.0837003896,57.9683396017,0.6785178402,0.1448023066,-0.5235703515,-1.0584618323,-0.8820245432,-0.5480503837,0.1492387031,0.5188974302,-0.1314464559,1.5448959576,0.2753155984,2.0252906830,0.5942423439,-0.0969074506,0.5248131337,0.5874655593,1.6917290334,1.7959594271,-0.9566603214,0.0559471149,0.2644216573,-0.7324299077,-0.5194700596,-1.4279163579
sample_116,1.1952797382,47.3194999814,-0.2666313344,-0.2174356005,0.3313661201,1.6685374988,-0.0430079879,0.6789433287,-0.1792516130,-0.0413317772,-1.3572885060,0.6441545934,1.9827606514,0.0848628747,-0.7841788820,1.3526489117,2.0324237081,0.4368717964,-0.3883359143,-0.1866263336,-0.0386298304,0.9696126768,0.6437542878,0.4134575838,-0.8784499882,-0.3195542730
sample_117,-1.2988572319,23.0850628407,-0.1279334567,1.3994712361,0.8155262960,0.2256779175,-0.6508118621,-1.3723418305,-0.8265953937,-0.7428598008,0.1998943001,0.3107326610,0.1911938893,0.3718747106,0.1493822567,-0.7791063989,0.2037193272,0.4199480311,0.0694263117,0.1002608881,-1.0026881374,-3.5879207312,-0.7377925896,-0.1589216226,0.2337206064,-0.6412359358
sample_118,-1.7964274955,57.8729437081,-0.0285949023,1.0441164608,0.7106774128,0.3920765758,-0.2387971649,0.1982458582,-0.2095567267,-0.5288957153,-2.0772816975,-1.2446786122,-2.9016704666,-2.6028206406,-0.7344594962,-1.1781543743,-1.2549548570,-0.2015818339,2.1272267585,1.4431114145,-0.8509284125,1.4590482575,0.5178978046,-0.5423355180,0.4889367456,0.5488063530
sample_119,2.3747492936,58.3079224843,0.5792805143,0.3431487893,0.9931831084,-0.6189155583,-1.0460062010,-0.0682753415,0.8544886470,-0.3380214942,-0.7630252808,-0.2981762465,1.3060673461,0.7320360892,0.0356415349,1.0881995710,0.9667972060,1.2858166727,1.6543272111,0.0594598841,-0.6309770476,-0.0174414202,1.0677728943,2.0509031058,0.9663671259,0.0431637162
sample_120,0.8031652056,39.9140122411,0.7226987856,1.9475679345,0.9740676676,1.1097477956,-0.5794041923,0.0079858431,1.0016572965,0.7940264159,0.9136486901,-0.3377146607,0.8561316956,2.1785011753,1.9490259095,-0.7057629425,-1.5609792352,-0.1488040283,0.7437450091,-2.0112093281,-0.6212080686,0.0634996870,-0.2509680550,0.0476013161,-0.6885297216,0.0101127158
sample_121,6.1383175854,28.0179473594,1.3544662555,-1.9091994972,-0.1774842024,1.8234517246,-1.2393288207,-0.0260020123,0.0477605876,-1.4455786954,0.2719469471,-0.7167116183,0.0095032077,2.0563678505,-0.9734615832,-1.1017616805,-0.7556331289,1.5210679580,0.7818608813,-1.0441260074,-0.4659681154,1.0531246658,0.7923335904,0.0198965014,-0.7396172860,0.2292590743
sample_122,2.1942609504,37.4401223839,-1.2524783731,-2.3649658767,-0.6227648500,0.7950358421,-0.9750927461,-0.5545884456,-0.8040387059,0.1606561780,0.3445995946,-0.3141114882,-0.8814784056,-0.1324996206,-1.2748688335,-0.8822241430,-1.1839090620,0.8768160810,0.6164180683,0.3154575076,0.2059743240,-0.2457953625,0.6428391575,0.6678530614,0.5702327666,-0.0144660487
sample_123,-0.6437515109,60.1880763671,-1.8247185453,-0.9041104202,0.0952670661,-0.9721738702,-0.7796319542,-0.5555850796,-1.0044732742,1.0084124604,1.1355643219,1.4188099844,0.5634335200,0.1913096860,0.0162895208,0.8310533266,-0.0401838918,-0.6813740959,-1.6313779034,-0.4024330918,-1.6357130705,-1.9932820966,0.1737903655,-0.8045945301,0.4634648301,-1.1517795468
sample_124,-1.8139584427,38.2874035864,-0.8348442875,0.5270934061,0.3053996137,0.3651909879,0.7868902192,-0.9138321137,-0.0996470210,0.1349545064,-0.7443408913,-1.8821586550,-0.9275298363,-1.3401609645,-0.3426777420,1.5970619562,1.3631215723,-0.3912867586,0.4079909541,-0.9675676391,0.7641958700,-1.3804502445,-0.4181535458,-1.4299212519,-0.1870111465,1.0163204583
sample_125,-0.9546992979,44.9452233747,-1.2608772740,-2.2114205293,-2.3464788901,0.0723941220,0.1209961334,1.5531125573,-0.5871660674,0.7744684710,-1.6894744748,-1.4438488617,-1.5483218929,-0.4483610925,1.0951572050,-0.1556891157,0.6368147891,1.7471082401,0.4468427499,-0.1094779756,-0.0821503987,1.8609126405,-0.3861317294,-0.5818392690,-0.0019151739,-0.2793403075
sample_126,-0.5486247806,52.4243346525,-0.4821677342,0.2255080556,0.2972961847,0.8978335693,1.2781700647,-0.5636967080,0.2973156083,-0.9341072331,-1.7915081369,0.1013641295,0.5988624456,-0.5611729250,1.1695655387,1.0730560652,0.4596383747,-0.9581447479,-0.1632022645,-0.8093547217,-0.2471409311,-0.5510196436,-0.8666352945,-1.1822704270,0.6906330732,-0.3879679779
sample_127,0.6234135104,63.4680477991,0.3165681091,0.4006782560,-0.1017036396,0.1424898208,-0.5682347684,0.0979992810,0.2920153692,1.1422236511,1.8302161499,2.4045239965,3.1464120663,0.8690566942,1.0326483772,0.8539536431,1.3878099420,1.4867326999,1.2074011448,0.2627893732,0.0933085710,-1.6161709755,-0.8657418013,-1.5574682730,1.0560601210,-0.3869554642
sample_128,-0.4194797287,49.8002709329,0.9705654080,1.5957658511,-0.8524682720,-1.3556978032,0.0700878353,1.7424019249,0.8233886588,0.4769809475,1.5387037573,-1.0053364728,-0.9212474748,0.5235387696,1.5749526098,1.1904477224,-0.4082968973,-0.6301655486,-0.2303617269,0.2114825041,-0.2784949852,-0.0574591725,0.9306136857,-0.3993889307,-0.7300713123,1.4020564871
sample_129,-1.1537798324,48.8957394061,-0.2279325979,0.6108859379,-0.2224008768,1.8685380381,0.3265021838,0.1903525786,0.7404478413,-1.1302053331,-1.8030448122,-0.4414595724,0.4015015796,-1.8399290930,-0.8201206417,-0.9696586778,1.4451474676,-2.9345495553,-0.6352443380,0.9683403791,-1.1377663285,-1.1102718535,0.1160787403,-0.9624495904,0.3158889206,0.7118079762
sample_130,-0.7079523396,43.9626564616,-0.3245775516,0.5126550223,1.9688905302,1.9031558313,0.5436110961,1.1160922045,0.5227910252,-0.1803097090,-0.0064002266,1.2838985923,-0.4911905605,-1.2035001381,-1.2268119397,-1.7230516133,-0.7747955583,0.5717345536,-0.8125434800,0.2070610510,1.6693540082,0.6839400817,0.0126257185,0.5962421718,0.7505704961,0.3679832712
sample_131,-0.1023657824,67.9371806732,-0.7155312854,1.0130993567,1.5385246154,-0.4405483842,-1.2457667459,-0.1776693627,0.1040773848,-1.3872496509,-0.8350148245,-0.6657863022,-1.5591825465,-1.6843288513,-0.4985116140,-2.3407619290,-0.7375993796,0.0427306055,0.5210037050,0.0881460180,-1.1821569397,-0.4898475059,-0.1301502630,-1.6830817581,-0.7221145438,-0.4576011828
sample_132,1.3818759543,61.7254540785,0.1534226556,1.1131346930,0.9850235063,-1.1295234263,-0.6063199950,-0.5241746965,0.6232323136,-1.1070737133,-0.6563824721,-0.0900639191,-0.0511663511,0.2001696346,0.1255619865,-1.2490458493,-0.7712661637,-0.2138246858,-0.3062290068,-0.2535167222,-0.7805071139,-0.9826283392,1.1797641461,-0.3399315298,-1.1692316905,-0.2183845331
sample_133,10.2683411486,48.9536425487,-0.3732311646,0.6646325780,0.3924553732,1.0883452750,2.2709177743,0.4034803403,0.2296115216,0.8806912623,1.9982434901,0.2079482823,-0.0757446546,-0.7161721735,-0.0429071602,-0.1446727012,0.3267710948,0.7324843613,-0.6887406126,-1.5883897909,-0.4111382413,-0.7363579122,-0.3406334742,-0.0366970102,-1.1172756685,0.4934035592
sample_134,-0.1502421965,34.6376300397,-0.7828188227,-1.0885430260,-0.8218526098,-0.7294134848,-0.7144253286,0.7891976512,0.7784887067,-0.1531416874,0.4861328295,-0.2589835160,1.7394314547,0.9701095954,1.3361826268,1.7017454411,1.3897413744,0.6587887283,-1.0501542265,-1.6568892706,-0.2973147551,1.0024779190,-0.6716474118,-1.9577980910,-2.5694277922,0.9737396903
sample_135,-0.1036535578,41.3068153498,0.1047417970,-0.2178611135,-1.2181764687,1.1427017185,0.2965762846,1.4139373927,1.2848062762,0.5281565297,-0.7189238226,-0.2457526384,1.2168345414,0.6404443552,-1.3495552588,0.0014602504,-0.3759239705,-0.4244355767,0.0721971938,-1.3878783144,-1.1621560985,-0.3719020875,-0.3629625110,-0.9922807774,-0.7750611316,-1.8226304562
sample_136,4.4469475320,56.3742980307,0.9953704791,0.6533075870,1.5627969257,-0.8295805739,1.1048395364,1.5702467131,0.1564616374,-0.2778312098,-0.3658174737,-0.0332471644,0.1027596271,0.7499529864,-0.6503672210,-0.5991726113,-0.1727876024,0.2778943568,0.5143937282,0.6245430361,0.6356054575,0.5083326659,0.9786560566,0.1152472819,1.0191144487,2.5105165291
sample_137,6.2845494025,42.0637456188,1.9875943692,-0.5565221104,-0.0847185493,-1.6466991901,-1.9732510128,-0.3727436464,0.2489165943,0.6727287628,-0.8527069691,1.1042479860,0.4478614656,0.5879606596,-0.5854535597,0.2293440930,0.5814629564,0.4033550138,0.3273521752,1.1465722654,1.1194975063,-1.3515562834,-1.4525953478,-0.4436868479,-0.6533253593,-0.3892160232
